csd_id,name,smiles1,smiles2,year,functionality,group
MURPYR,"1,3,7,9-Tetramethyluric acid pyrene complex",CN1C(=O)N(C)C2=C(N(C)C(=O)N2C)C1=O,c1cc2ccc3cccc4ccc(c1)c2c34,1965,weak_bond,1
PERPML,Perylene-pyromellitic dianhydride complex,O=C1OC(=O)c2cc3C(=O)OC(=O)c3cc12,c1cc2cccc3c4cccc5cccc(c(c1)c23)c45,1965,weak_bond,1
QMEPHE,"7,7,8,8-Tetracyanoquinodimethane-N,N,N',N'-tetramethyl-p-phenylenediamine complex",CN(C)c1ccc(cc1)N(C)C,N#CC(C#N)=C1C=CC(C=C1)=C(C#N)C#N,1965,weak_bond,1
QUIDON,Quinhydrone,O=C1C=CC(=O)C=C1,Oc1ccc(O)cc1,1965,h-bond,2
SPORMB,Sporidesmin-methylene dibromide adduct,COc1c(Cl)cc2c(N(C)C3N4C(=O)C5(C)SSC4(C(O)C23O)C(=O)N5C)c1OC,BrCBr,1965,halogen_bond,3
APANBZ,Acepleiadylene-s-trinitrobenzene complex,C1=Cc2ccc3C=Cc4ccc(C=C1)c2c34,O=N(=O)c1cc(cc(c1)N(=O)=O)N(=O)=O,1966,weak_bond,1
ETAMBU10,9-Ethyladenine-1-methyl-5-bromouracil complex,CCN1C=Nc2c(N)ncnc12,CN1C=C(Br)C(=O)NC1=O,1966,halogen_bond,3
MAAZNB,"2,4,6-Tri(dimethylamino)-1,3,5-triazine-s-trinitrobenzene",CN(C)c1nc(nc(n1)N(C)C)N(C)C,O=N(=O)c1cc(cc(c1)N(=O)=O)N(=O)=O,1966,weak_bond,1
MBUMAD10,1-Methyl-5-bromouracil-9-methyladenine,CN1C=Nc2c(N)ncnc12,CN1C=C(Br)C(=O)NC1=O,1966,weak_bond,1
MPBOPA,(+)-m-Methoxyphenoxypropionic acid-(-)-m-bromophenoxypropionic acid,CC(Oc1cccc(Br)c1)C(O)=O,COc1cccc(OC(C)C(O)=O)c1,1966,h-bond,2
BNQBRP,p-Benzoquinone-p-bromophenol complex,Oc1ccc(Br)cc1,O=C1C=CC(=O)C=C1,1967,h-bond,2
BNQCLP,p-Benzoquinone-p-chlorophenol complex,Oc1ccc(Cl)cc1,O=C1C=CC(=O)C=C1,1967,h-bond,2
CRBAMP10,Urea phosphoric acid,OP(O)(O)=O,NC(N)=O,1967,h-bond,2
CYENAP,Tetracyanoethylene-naphthalene complex,N#CC(C#N)=C(C#N)C#N,c1ccc2ccccc2c1,1967,weak_bond,1
EGMCYT10,9-Ethylguanine-1-methylcytosine complex,CCN1C=NC2=C1N=C(N)NC2=O,CN1C=CC(=NC1=O)N,1967,h-bond,2
EGMFCY10,9-Ethylguanine-1-methyl-5-fluorocytosine complex,CCN1C=NC2=C1N=C(N)NC2=O,CN1C=C(F)C(=NC1=O)N,1967,h-bond,2
ETABFU,9-Ethyladenine-1-methyl-5-fluorouracil,CN1C=C(F)C(=O)NC1=O,CCN1C=Nc2c(N)ncnc12,1967,h-bond,2
FUREHX,5-Fluorouracil-9-ethylhypoxanthine,CCN1C=NC2=C1N=CNC2=O,FC1=CNC(=O)NC1=O,1967,h-bond,2
HQUCLA,8-Hydroxyquinoline-chloranil complex,ClC1=C(Cl)C(=O)C(=C(Cl)C1=O)Cl,Oc1cccc2cccnc12,1967,h_bond,2
TMUBZP10,"1,3,7,9-Tetramethyluric acid-3,4-benzpyrene complex",CN1C(=O)N(C)C2=C(N(C)C(=O)N2C)C1=O,c1ccc2c(c1)cc1ccc3cccc4ccc2c1c34,1967,weak_bond,1
TPDTCB,"N,N,N',N'-Tetramethyl-p-phenylenediamine-1,2,4,5-tetracyanobenzene complex",CN(C)c1ccc(cc1)N(C)C,N#Cc1cc(C#N)c(cc1C#N)C#N,1967,weak_bond,1
BARAAD,"5-ethyl-5-phenylpyrimidine-2,4,6(1H,3H,5H)-trione 8-bromo-9-ethyl-9H-purin-6-amine",CCC1(C(=O)NC(=O)NC1=O)c1ccccc1,CCN1C(=Nc2c(N)ncnc12)Br,1968,h-bond,2
BEPYRZ10,pyrazine tetrabromoethene,BrC(Br)=C(Br)Br,c1cnccn1,1968,halogen_bond,3
CAFSAL,Caffeine-5-chlorosalicylic acid complex,OC(=O)c1cc(Cl)ccc1O,CN1C=NC2=C1C(=O)N(C)C(=O)N2C,1968,h-bond,2
CYBHMB,"benzene-1,2,4,5-tetracarbonitrile hexamethylbenzene",Cc1c(C)c(C)c(C)c(C)c1C,N#Cc1cc(C#N)c(cc1C#N)C#N,1968,weak_bond,1
IETPYA10,Pyrazine-tetraiodoethylene complex,IC(I)=C(I)I,c1cnccn1,1968,halogen_bond,3
PHENQU,Benzoquinone bis(phenol),Oc1ccccc1,O=C1C=CC(=O)C=C1,1968,h-bond,2
TCQANT,"2,2'-cyclohexa-2,5-diene-1,4-diylidenedimalononitrile anthracene",c1ccc2cc3ccccc3cc2c1,N#CC(C#N)=C1C=CC(C=C1)=C(C#N)C#N,1968,weak_bond,1
TCQPDA,"2,2'-cyclohexa-2,5-diene-1,4-diylidenedimalononitrile N,N,N',N'-tetramethylbenzene-1,4-diamine",CN(C)c1ccc(cc1)N(C)C,N#CC(C#N)=C1C=CC(C=C1)=C(C#N)C#N,1968,weak_bond,1
TMABCA,"2,3,5,6-tetrachloro-1,4-benzoquinone N,N,N',N'-tetramethylbenzene-1,4-diamine",ClC1=C(Cl)C(=O)C(=C(Cl)C1=O)Cl,CN(C)c1ccc(cc1)N(C)C,1968,weak_bond,1
BURBAD,1-Methyl-5-bromouracil-9-ethyl-8-bromo-adenine complex,CCN1C(=Nc2c(N)ncnc12)Br,CN1C=C(Br)C(=O)NC1=O,1969,h-bond,2
BUREAP,1-Methyl-5-bromouracil-9-ethyl-2-aminopurine complex,CCN1C=Nc2cnc(N)nc12,CN1C=C(Br)C(=O)NC1=O,1969,halogen_bond,3
CSATEO,5-Chlorosalicylic acid-theophylline complex,OC(=O)c1cc(Cl)ccc1O,CN1C(=O)N(C)C2=C(NC=N2)C1=O,1969,h-bond,2
CYTFUR,Cytosine 5-fluorouracil complex monohydrate,FC1=CNC(=O)NC1=O,NC1=NC(=O)NC=C1,1969,h-bond,2
EBAEBH,9-Ethyl-8-bromoadenine-9-ethyl-8-bromo-hypoxanthine,CCN1C(=Nc2c(N)ncnc12)Br,CCN1C(=NC2=C1N=CNC2=O)Br,1969,halogen_bond,3
FUREAP,1-Methyl-5-fluorouracil-9-ethyl-2-aminopurine complex,CN1C=C(F)C(=O)NC1=O,CCN1C=Nc2cnc(N)nc12,1969,h-bond,2
FURMCY,5-Fluorouracil-1-methylcytosine complex,FC1=CNC(=O)NC1=O,CN1C=CC(=NC1=O)N,1969,h-bond,2
IMUEAD,bis(1-Methyl-5-iodouracil)-9-ethyladenine complex,CN1C=C(I)C(=O)NC1=O,CCN1C=Nc2c(N)ncnc12,1969,h-bond,2
MIUDAP10,"bis(1-Methyl-5-iodouracil)-9-ethyl-2,6-diaminopurine complex",CN1C=C(I)C(=O)NC1=O,CCN1C=Nc2c(N)nc(N)nc12,1969,h-bond,2
PHNSNB10,"Phenothiazine-1,3,5-trinitrobenzene complex",N1c2ccccc2Sc2ccccc12,O=N(=O)c1cc(cc(c1)N(=O)=O)N(=O)=O,1969,weak_bond,1
PYRPMA01,Pyrene-pyromellitic dianhydride complex,O=C1OC(=O)c2cc3C(=O)OC(=O)c3cc12,c1cc2ccc3cccc4ccc(c1)c2c34,1969,weak_bond,1
TESBRP,Testosterone-p-bromophenol,Oc1ccc(Br)cc1,CC12CCC3C(CCC4=CC(=O)CCC34C)C1CCC2O,1969,halogen_bond,3
TPPOSE,Triphenylphosphine oxide-seleninyl dichloride complex,Cl[Se](Cl)=O,O=P(c1ccccc1)(c1ccccc1)c1ccccc1,1969,halogen_bond,3
BZQRES,p-Benzoquinone resorcinol,Oc1cccc(O)c1,O=C1C=CC(=O)C=C1,1970,h-bond,2
CMHMBZ,"7,7,8,8-Tetracyanoquinodimethane hexamethylbenzene",Cc1c(C)c(C)c(C)c(C)c1C,N#CC(C#N)=C1C=CC(C=C1)=C(C#N)C#N,1970,weak_bond,1
EBPETY,"9-Ethyl-8-bromo-2,6-diaminopurine-1-ethylthymine complex",CCN1C=C(C)C(=O)NC1=O,CCN1C(=Nc2c(N)nc(N)nc12)Br,1970,h-bond,2
EBPMUR,"9-Ethyl-8-bromo-2,6-diaminopurine-1-methyluracil complex",CCN1C(=Nc2c(N)nc(N)nc12)Br,CN1C=CC(=O)NC1=O,1970,h-bond,2
HMTTPO10,Hexamethylenetetramine tri(phenol) complex,C1N2CN3CN1CN(C2)C3,Oc1ccccc1,1970,h-bond,2
NIBZAM,s-Trinitrobenzene-s-triaminobenzene complex,Nc1cc(N)cc(N)c1,O=N(=O)c1cc(cc(c1)N(=O)=O)N(=O)=O,1970,h-bond,2
PERTCE10,Perylene-tetracyanoethylene complex,c1cc2cccc3c4cccc5cccc(c(c1)c23)c45,N#CC(C#N)=C(C#N)C#N,1970,weak_bond,1
ANCPOL,"Aniline-2,4,5-trichlorophenol complex",Oc1cc(Cl)c(Cl)cc1Cl,Nc1ccccc1,1971,h-bond,2
ANLPCP,Aniline-pentachlorophenol complex,Nc1ccccc1,Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,1971,h-bond,2
BAZCLH,"7-Bromo-2,3-dihydro-1-methyl-5-phenyl-1,4-benzodiazepin-2-one chloral hydrate",OC(O)C(Cl)(Cl)Cl,CN1C(=O)CN=C(c2ccccc2)c2cc(Br)ccc12,1971,h-bond,2
BFHMTA,Bromoform-hexamethylenetetramine complex,C1N2CN3CN1CN(C2)C3,BrC(Br)Br,1971,halogen_bond,3
CSATBR,5-Chlorosalicylic acid-theobromine complex,OC(=O)c1cc(Cl)ccc1O,CN1C=NC2=C1C(=O)NC(=O)N2C,1971,h-bond,2
GLUCUR20,Ã?Â±-D-Glucose-urea complex,NC(N)=O,OCC1OC(O)C(O)C(O)C1O,1971,h-bond,2
HQUNBZ,"8-Hydroxyquinoline-1,3,5-trinitrobenzene complex",Oc1cccc2cccnc12,O=N(=O)c1cc(cc(c1)N(=O)=O)N(=O)=O,1971,h-bond,2
MTYHFB,Mesitylene-hexafluorobenzene complex,Cc1cc(C)cc(C)c1,Fc1c(F)c(F)c(F)c(F)c1F,1971,weak_bond,1
PACTCN10,(3.3)Paracyclophane-tetracyanoethylene complex,C1Cc2ccc(CCCc3ccc(C1)cc3)cc2,N#CC(C#N)=C(C#N)C#N,1971,weak_bond,1
PASOCT10,Triphenylarsine oxide-tetrachlorocatechol complex,O=[As](c1ccccc1)(c1ccccc1)c1ccccc1,Oc1c(O)c(Cl)c(Cl)c(Cl)c1Cl,1971,halogen_bond,3
PHLBZQ,Phloroglucinol bis(p-benzoquinone) complex,O=C1C=CC(=O)C=C1,Oc1cc(O)cc(O)c1,1971,h-bond,2
PYOCHP,2-Pyridone-6-chloro-2-hydroxypyridine complex,Oc1cccc(Cl)n1,O=C1NC=CC=C1,1971,h-bond,2
QQQEYV01,Aminopyrine barbital,CCC1(CC)C(=O)NC(=O)NC1=O,CN(C)C1=C(C)N(C)N(c2ccccc2)C1=O,1971,h-bond,2
STHSAM01,Sulfathiazole sulfanilamide,Nc1ccc(cc1)S(=O)(=O)N=C1NC=CS1,Nc1ccc(cc1)S(N)(=O)=O,1971,h-bond,2
SULTHE01,Sulfathiazole theophylline,Nc1ccc(cc1)S(=O)(=O)N=C1NC=CS1,CN1C(=O)N(C)C2=C(NC=N2)C1=O,1971,h-bond,2
SURMAD10,1-Methyl-4-thiouracil 9-methyladenine,CN1C=Nc2c(N)ncnc12,CN1C=CC(=S)NC1=O,1971,h-bond,2
THYBNZ10,Thymine-p-benzoquinone complex,CC1=CNC(=O)NC1=O,O=C1C=CC(=O)C=C1,1971,h-bond,2
TMBCAN,"N,N,N',N'-Tetramethylbenzidine-chloroanil complex",ClC1=C(Cl)C(=O)C(=C(Cl)C1=O)Cl,CN(C)c1ccc(cc1)c1ccc(cc1)N(C)C,1971,h-bond,2
ANTCYB,"Anthracene 1,2,4,5-tetracyanobenzene",c1ccc2cc3ccccc3cc2c1,N#Cc1cc(C#N)c(cc1C#N)C#N,1972,weak_bond,1
BTFZEP01,Triethyl phosphate benzotrifurazan,CCOP(=O)(OCC)OCC,O1N=C2C(=N1)C1=NON=C1C1=NON=C21,1972,h-bond,2
BZPPAM,Benzophenone diphenylamine,N(c1ccccc1)c1ccccc1,O=C(c1ccccc1)c1ccccc1,1972,h-bond,2
EADBAC,9-Ethyladenine-5-isopropyl-5-bromoallylbarbituric acid complex,CC(C)C1(CC(Br)=C)C(=O)NC(=O)NC1=O,CCN1C=Nc2c(N)ncnc12,1972,h-bond,2
EADBAR10,"9-Ethyladenine-5,5-diethylbarbituric acid complex",CCC1(CC)C(=O)NC(=O)NC1=O,CCN1C=Nc2c(N)ncnc12,1972,h-bond,2
ESOURE10,Estradiol-urea,NC(N)=O,CC12CCC3C(CCc4cc(O)ccc34)C1CCC2O,1972,h-bond,2
NINTHT,"1,4-Dideoxy-1,4-dinitro-neo-inositol-bis(tetrahydrothiophene-1-oxide) complex",O=S1CCCC1,OC1C(O)C(C(O)C(O)C1N(=O)=O)N(=O)=O,1972,h-bond,2
TNBFBT,"1,3,5-Trinitrobenzene-3-formylbenzothiophene",O=CC1=CSc2ccccc12,O=N(=O)c1cc(cc(c1)N(=O)=O)N(=O)=O,1972,h-bond,2
URNFRO,Urea-syn-5-nitro-2-furaldehyde oxime complex,ON=CC1=CC=C(O1)N(=O)=O,NC(N)=O,1972,h-bond,2
UROXAL,bis(Urea)-oxalic acid,NC(N)=O,OC(=O)C(O)=O,1972,h-bond,2
ACNTCB,Acenaphthene-tetrachloro-p-benzoquinone complex,ClC1=C(Cl)C(=O)C(=C(Cl)C1=O)Cl,C1Cc2cccc3cccc1c23,1973,weak_bond,1
ACNTCQ,"Acenaphthene 7,7,8,8-tetracyanoquinodimethane complex",N#CC(C#N)=C1C=CC(C=C1)=C(C#N)C#N,C1Cc2cccc3cccc1c23,1973,weak_bond,1
BZASUC,Benzamide succinic acid,NC(=O)c1ccccc1,OC(=O)CCC(O)=O,1973,h-bond,2
DMPTCN,"N,N-Dimethyl-p-phenylenediamine-1,2,4,5-tetracyanobenzene complex",CN(C)c1ccc(N)cc1,N#Cc1cc(C#N)c(cc1C#N)C#N,1973,h-bond,2
FURAOX,bis(Furamide) oxalic acid,OC(=O)C(O)=O,NC(=O)C1=CC=CO1,1973,h-bond,2
MBZDCN,"N,N,N',N'-Tetramethylbenzidine-chloranil complex",ClC1=C(Cl)C(=O)C(=C(Cl)C1=O)Cl,CN(C)c1ccc(cc1)c1ccc(cc1)N(C)C,1973,weak_bond,1
MBZFBZ01,Hexamethylbenzene-hexafluorobenzene complex,Cc1c(C)c(C)c(C)c(C)c1C,Fc1c(F)c(F)c(F)c(F)c1F,1973,weak_bond,1
PDTCNB,"p-Phenylenediamine-1,2,4,5-tetracyanobenzene complex",Nc1ccc(N)cc1,N#Cc1cc(C#N)c(cc1C#N)C#N,1973,h-bond,2
PERTCQ,"Perylene-7,7,8,8-tetracyanoquinodimethane complex",c1cc2cccc3c4cccc5cccc(c(c1)c23)c45,N#CC(C#N)=C1C=CC(C=C1)=C(C#N)C#N,1973,weak_bond,1
PMPZOL,1-Phenyl-3-methyl-5-pyrazolone,CC1=NN(C(=C1)O)c1ccccc1,CC1=CC(=O)N(N1)c1ccccc1,1973,h-bond,2
PYRCBZ,"Pyrene-1,2,4,5-tetracyanobenzene complex",N#Cc1cc(C#N)c(cc1C#N)C#N,c1cc2ccc3cccc4ccc(c1)c2c34,1973,weak_bond,1
PYRCLN,Pyrene-chloroanil complex,ClC1=C(Cl)C(=O)C(=C(Cl)C1=O)Cl,c1cc2ccc3cccc4ccc(c1)c2c34,1973,weak_bond,1
PYRTNB,"Pyrene-1,3,5-trinitrobenzene complex",c1cc2ccc3cccc4ccc(c1)c2c34,O=N(=O)c1cc(cc(c1)N(=O)=O)N(=O)=O,1973,weak_bond,1
SALCYS,Salicylic acid-cytidine complex,OC(=O)c1ccccc1O,NC1=NC(=O)N(C=C1)C1OC(CO)C(O)C1O,1973,h-bond,2
TCQBDX,"7,7,8,8-Tetracyanoquinodimethane-dibenzo-p-dioxin",O1c2ccccc2Oc2ccccc12,N#CC(C#N)=C1C=CC(C=C1)=C(C#N)C#N,1973,chalcogen,4
TCQMHP,"7,7,8,8-Tetracyanoquinodimethane N,N'-dimethyldihydrophenazine",N#CC(C#N)=C1C=CC(C=C1)=C(C#N)C#N,CN1c2ccccc2N(C)c2ccccc12,1973,chalcogen,4
TCQPEN10,"7,7,8,8-Tetracyanoquinodimethane-phenazine",N#CC(C#N)=C1C=CC(C=C1)=C(C#N)C#N,c1ccc2N=C3C=CC=CC3=Nc2c1,1973,chalcogen,4
AMBSAM10,5-Ethyl-5-isoamylbarbituric acid salicylamide,NC(=O)c1ccccc1O,CCC1(CCC(C)C)C(=O)NC(=O)NC1=O,1974,h-bond,2
AMPCYB,Aminopyrine cyclobarbital,CCC1(C(=O)NC(=O)NC1=O)C1=CCCCC1,CN(C)C1=C(C)N(C)N(c2ccccc2)C1=O,1974,h-bond,2
APYSAL,Antipyrine salicylic acid,OC(=O)c1ccccc1O,CN1N(C(=O)C=C1C)c1ccccc1,1974,h-bond,2
BARAPY10,"5,5-Diethylbarbituric acid bis(2-aminopyridine)",CCC1(CC)C(=O)NC(=O)NC1=O,Nc1ccccn1,1974,h-bond,2
BARBAM,"5,5-Diethylbarbituric acid acetamide",CC(N)=O,CCC1(CC)C(=O)NC(=O)NC1=O,1974,h-bond,2
BARBUR,"5,5-Diethylbarbituric acid urea",CCC1(CC)C(=O)NC(=O)NC1=O,NC(N)=O,1974,h-bond,2
BARHMP,bis(Barbital)-hexamethylphosphoramide complex,CCC1(CC)C(=O)NC(=O)NC1=O,CN(C)P(=O)(N(C)C)N(C)C,1974,h-bond,2
BARIMZ10,"5,5-Diethylbarbituric acid-imidazole complex",CCC1(CC)C(=O)NC(=O)NC1=O,N1C=CN=C1,1974,h-bond,2
BARMPN,"5,5-Diethylbarbituric acid-N-methyl-2-pyridone complex",CCC1(CC)C(=O)NC(=O)NC1=O,CN1C=CC=CC1=O,1974,h-bond,2
BNZTNB,Benzidine-s-trinitrobenzene complex,O=N(=O)c1cc(cc(c1)N(=O)=O)N(=O)=O,Nc1ccc(cc1)c1ccc(N)cc1,1974,h-bond,2
BZTCNQ,"Benzidine 7,7,8,8-tetracyanoquinodimethane",N#CC(C#N)=C1C=CC(C=C1)=C(C#N)C#N,Nc1ccc(cc1)c1ccc(N)cc1,1974,h-bond,2
CAFBAR20,bis(Barbital)-caffeine complex,CCC1(CC)C(=O)NC(=O)NC1=O,CN1C=NC2=C1C(=O)N(C)C(=O)N2C,1974,h-bond,2
CAPRES,Ã?Âµ-Caprolactam-4-chlororesorcinol,O=C1CCCCCN1,Oc1ccc(Cl)c(O)c1,1974,h-bond,2
CHRTCQ,"Chrysene-7,7,8,8-tetracyanoquinodimethane complex",c1ccc2c(c1)ccc1c3ccccc3ccc21,N#CC(C#N)=C1C=CC(C=C1)=C(C#N)C#N,1974,weak_bond,1
LUMNPO20,"Lumiflavin bis(naphthalene-2,3-diol)",Oc1cc2ccccc2cc1O,CN1c2cc(C)c(C)cc2N=C2C(=O)NC(=O)N=C12,1974,h-bond,2
MALTPO,Dimethylmalonic acid-bis(triphenylphosphine oxide),CC(C)(C(O)=O)C(O)=O,O=P(c1ccccc1)(c1ccccc1)c1ccccc1,1974,h-bond,2
PALXND10,"10-n-Propylisoalloxazine bis(naphthalene-2,3-diol)",CCCN1c2ccccc2N=C2C(=O)NC(=O)N=C12,Oc1cc2ccccc2cc1O,1974,h-bond,2
PTZTCQ,"Phenothiazine 7,7,8,8-tetracyanoquinodimethane",N1c2ccccc2Sc2ccccc12,N#CC(C#N)=C1C=CC(C=C1)=C(C#N)C#N,1974,h-bond,2
PYMAST,Pyromellitic dianhydride-trans-stilbene complex,O=C1OC(=O)c2cc3C(=O)OC(=O)c3cc12,c1ccc(cc1)C=Cc1ccccc1,1974,weak_bond,1
TNFLMB,"2,4,7-Trinitrofluorenone-hexamethylbenzene complex",Cc1c(C)c(C)c(C)c(C)c1C,O=C1c2cc(ccc2c2c1cc(cc2N(=O)=O)N(=O)=O)N(=O)=O,1974,weak_bond,1
TPYMAN,Anthracene-pyromellitic dithioanhydride complex,c1ccc2cc3ccccc3cc2c1,O=C1SC(=O)c2cc3C(=O)SC(=O)c3cc12,1974,weak_bond,1
CHRFAN,Chrysene-tetrafluoro-p-benzoquinone,c1ccc2c(c1)ccc1c3ccccc3ccc21,FC1=C(F)C(=O)C(=C(F)C1=O)F,1975,weak_bond,1
CRPACX10,"1,4,7,10,13,16-Hexaoxacyclo-octadecane dimethylacetylenedicarboxylate",COC(=O)C#CC(=O)OC,C1COCCOCCOCCOCCOCCO1,1975,h-bond,2
DNPCPH,Octadeutero-naphthalene-tetrachlorophthalic anhydride complex,c1ccc2ccccc2c1,Clc1c(Cl)c(Cl)c2C(=O)OC(=O)c2c1Cl,1975,weak_bond,1
FLABPC,Fluoranthene-picryl bromide complex,c1ccc2c(c1)c1cccc3cccc2c13,Brc1c(cc(cc1N(=O)=O)N(=O)=O)N(=O)=O,1975,weak_bond,1
NPOFNP,Naphthalene-octafluoronaphthalene complex,Fc1c(F)c(F)c2c(F)c(F)c(F)c(F)c2c1F,c1ccc2ccccc2c1,1975,weak_bond,1
PRORES,Progesterone-resorcinol,CC(=O)C1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C,Oc1cccc(O)c1,1975,h-bond,2
PYRBPC,Pyrene-picryl bromide complex,c1cc2ccc3cccc4ccc(c1)c2c34,Brc1c(cc(cc1N(=O)=O)N(=O)=O)N(=O)=O,1975,weak_bond,1
PYRBZQ,Pyrene-p-benzoquinone complex,O=C1C=CC(=O)C=C1,c1cc2ccc3cccc4ccc(c1)c2c34,1975,weak_bond,1
PYRCYE02,Decadeutero-pyrene-tetracyanoethylene complex,N#CC(C#N)=C(C#N)C#N,c1cc2ccc3cccc4ccc(c1)c2c34,1975,weak_bond,1
QUOLUR,Quinol-urea,NC(N)=O,Oc1ccc(O)cc1,1975,h-bond,2
ANTPIC,Anthracene-picric acid complex,Oc1c(cc(cc1N(=O)=O)N(=O)=O)N(=O)=O,c1ccc2cc3ccccc3cc2c1,1976,weak_bond,1
BCYTGA,N-Tosyl-L-glutamic acid 5-bromocytosine,Cc1ccc(cc1)S(=O)(=O)NC(CCC(O)=O)C(O)=O,NC1=NC(=O)NC=C1Br,1976,h-bond,2
BZAPRM10,Benz(a)anthracene-pyromellitic dianhydride complex,c1ccc2cc3c(ccc4ccccc34)cc2c1,O=C1OC(=O)c2cc3C(=O)OC(=O)c3cc12,1976,weak_bond,1
CBZTNB,Carbazole-trinitrobenzene complex,N1c2ccccc2c2ccccc12,O=N(=O)c1cc(cc(c1)N(=O)=O)N(=O)=O,1976,h-bond,2
EADIND,9-Ethyladenine indole complex,N1C=Cc2ccccc12,CCN1C=Nc2c(N)ncnc12,1976,h-bond,2
EADPBA,9-Ethyladenine-parabanic acid,O=C1NC(=O)C(=O)N1,CCN1C=Nc2c(N)ncnc12,1976,h-bond,2
MDTTCQ,"4,4',5,5'-Tetramethyl-Ã?Â”2,2'-bis-1,3-dithiole-7,7,8,8-tetracyanoquinodimethane complex",CC1=C(C)SC(S1)=C1SC(=C(C)S1)C,N#CC(C#N)=C1C=CC(C=C1)=C(C#N)C#N,1976,weak_bond,1
PASOFP,Triphenylarsinic oxide pentafluorophenol,O=[As](c1ccccc1)(c1ccccc1)c1ccccc1,Oc1c(F)c(F)c(F)c(F)c1F,1976,h-bond,2
PCRTXN,"2a-hydroxy-8b-methyl-9-(prop-1-en-2-yl)hexahydro-8H-3,6-methano-1,5,7-trioxacyclopenta[ij]cyclopropa[a]azulene-4,8(3H)-dione 2a-hydroxy-9-(2-hydroxypropan-2-yl)-8b-methylhexahydro-8H-3,6-methano-1,5,7-trioxacyclopenta[ij]cyclopropa[a]azulene-4,8(3H)-dione",CC(=C)C1C2OC(=O)C1C1(O)CC3OC43C(=O)OC2C14C,CC(C)(O)C1C2OC(=O)C1C1(O)CC3OC43C(=O)OC2C14C,1976,h-bond,2
TCQDTP10,"7,7,8,8-Tetracyanoquinodimethane tetradecadeutero-p-terphenyl",c1ccc(cc1)c1ccc(cc1)c1ccccc1,N#CC(C#N)=C1C=CC(C=C1)=C(C#N)C#N,1976,weak_bond,1
TCQNAP,"7,7,8,8-Tetracyanoquinodimethane-naphthalene complex",N#CC(C#N)=C1C=CC(C=C1)=C(C#N)C#N,c1ccc2ccccc2c1,1976,weak_bond,1
TURMBD,"tris(Thiourea) 2,3-dimethylbutadiene",NC(N)=S,CC(=C)C(C)=C,1976,weak_bond,1
ALLCAM,Allene-dicarboxylic acid acetamide,CC(N)=O,OC(=O)C=C=CC(O)=O,1977,h-bond,2
BZPCBQ,"Benzo(c)phenanthrene-2,3-dichloro-5,6-dicyanobenzoquinone complex",c1ccc2c(c1)ccc1ccc3ccccc3c21,ClC1=C(Cl)C(=O)C(=C(C#N)C1=O)C#N,1977,weak_bond,1
CANANP,"Chloranil 1,5-diaminonaphthalene",ClC1=C(Cl)C(=O)C(=C(Cl)C1=O)Cl,Nc1cccc2c(N)cccc12,1977,halogen_bond,3
DBTTNB,Dibenzothiophene-trinitrobenzene complex,S1c2ccccc2c2ccccc12,O=N(=O)c1cc(cc(c1)N(=O)=O)N(=O)=O,1977,weak_bond,1
