,smiles1,smiles2
3608,Cc1nc2ccccc2nc1C,C/C(=N\O)/C(C)=N/O
3609,Oc1ccc(cc1Br)C12CC3CC(C1)CC(C3)(C2)c1ccc(O)c(Br)c1,c1cc(ccn1)/C=C/c1ccncc1
3610,Oc1ccc(cc1Br)C12CC3CC(C1)CC(C3)(C2)c1ccc(O)c(Br)c1,c1cc(ccn1)c1ccncc1
3611,Oc1ccc(cc1Cl)C12CC3CC(C1)CC(C3)(C2)c1ccc(O)c(Cl)c1,c1cc(ccn1)/C=C/c1ccncc1
3612,Oc1ccc(cc1Cl)C12CC3CC(C1)CC(C3)(C2)c1ccc(O)c(Cl)c1,C(Cc1ccncc1)c1ccncc1
3613,Oc1ccc(cc1Cl)C12CC3CC(C1)CC(C3)(C2)c1ccc(O)c(Cl)c1,c1cc(ccn1)c1ccncc1
3614,Oc1ccc(cc1)C12CC3CC(C1)CC(C3)(C2)c1ccc(O)cc1,C(Cc1ccncc1)c1ccncc1
3615,Oc1ccc(cc1)C12CC3CC(C1)CC(C3)(C2)c1ccc(O)cc1,c1cc(ccn1)c1ccncc1
3616,Cc1cc(C)nc(NS(=O)(=O)c2ccc(N)cc2)n1,OC(=O)c1cc(C(O)=O)c(cc1C(O)=O)C(O)=O
3617,C1CCCCOCCOCCOCCOCCOCCOCCC1,Cc1cc(C)cc(CNc2cc(C)cc(C)c2)c1
3618,OC(=O)CCCCCCCCC(O)=O,COc1ccc2N=C(N)Sc2c1
3619,OC(=O)CCCCCCC(O)=O,Cc1cccc2SC(=Nc12)N
3620,Cc1cccc2SC(=Nc12)N,OC(=O)CCCCC(O)=O
3621,C[C@H](NC(c1ccccc1)(c1ccccc1)c1ccccc1)C(=O)NC(c1ccccc1)(c1ccccc1)c1ccccc1,CC[C@H](Br)C(=O)Nc1ccccc1
3622,C[C@H](NC(c1ccccc1)(c1ccccc1)c1ccccc1)C(=O)NC(c1ccccc1)(c1ccccc1)c1ccccc1,CC[C@H](Cl)C(=O)Nc1ccccc1
3623,C[C@H](NC(c1ccccc1)(c1ccccc1)c1ccccc1)C(=O)NC(c1ccccc1)(c1ccccc1)c1ccccc1,CC[C@H](C)C(=O)Nc1ccccc1
3624,C[C@H](NC(c1ccccc1)(c1ccccc1)c1ccccc1)C(=O)NC(c1ccccc1)(c1ccccc1)c1ccccc1,CC[C@@H](C)NC(=O)c1ccccc1
3625,C[C@H](NC(c1ccccc1)(c1ccccc1)c1ccccc1)C(=O)NC(c1ccccc1)(c1ccccc1)c1ccccc1,CC(=O)Nc1ccccc1
3626,C[C@H](NC(c1ccccc1)(c1ccccc1)c1ccccc1)C(=O)NC(c1ccccc1)(c1ccccc1)c1ccccc1,CNC(=O)c1ccccc1
3627,Cc1ccc(cc1)c1nc(N)nc(N)n1,Cc1ccc(cc1)C(O)=O
3628,N/C(=N\O)c1ccccn1,OC(=O)CCC(O)=O
3629,C[C@]1(CO)[C@@H](O)CC[C@]2(C)[C@@H](C/C=C3\[C@@H](O)COC3=O)C(=C)CC[C@@H]12,COc1ccccc1O
3630,C[C@]1(CO)[C@@H](O)CC[C@]2(C)[C@@H](C/C=C3\[C@@H](O)COC3=O)C(=C)CC[C@@H]12,Oc1cccc(O)c1
3631,C[C@]1(CO)[C@@H](O)CC[C@]2(C)[C@@H](C/C=C3\[C@@H](O)COC3=O)C(=C)CC[C@@H]12,OC(=O)c1ccccc1O
3632,C[C@]1(CO)[C@@H](O)CC[C@]2(C)[C@@H](C/C=C3\[C@@H](O)COC3=O)C(=C)CC[C@@H]12,COc1cc(C=O)ccc1O
3633,C[C@]1(CO)[C@@H](O)CC[C@]2(C)[C@@H](C/C=C3\[C@@H](O)COC3=O)C(=C)CC[C@@H]12,COc1cc(ccc1O)C(O)=O
3634,CC1=C2C=CC(=N2)C(=C2NC(=C(C)C3=NC(=C(C)C4=CC=C1N4)C=C3)C=C2)C,FC1=CC(C(=CC1=C(C#N)C#N)F)=C(C#N)C#N
3635,CC1=C2C=CC(=N2)C(=C2NC(=C(C)C3=NC(=C(C)C4=CC=C1N4)C=C3)C=C2)C,N#CC(C#N)=C1C=CC(C=C1)=C(C#N)C#N
3636,O=C1N(C2CCC2)C(=O)C2=C1SC1=C(S2)C(=O)N(C2CCC2)C1=O,Cc1c2ccccc2cc2ccccc12
3637,CCOC(=O)C1=C([C@H](C(=O)OC)[C@@]2(NN=C(C(=O)OC)[C@]12C(F)(F)F)C(F)(F)F)C(=O)OC,COC(=O)[C@@H]1C(=C(C(=O)OC)[C@@]2(C(=NN[C@]12C(F)(F)F)C(=O)OC)C(F)(F)F)C(=O)OC
3638,Cc1cc2N=CN(Cc3cccnc3)c2cc1C,O/N=C(\C#N)c1ccc(O)cc1
3639,Cc1cc2N=CN(Cc3ccncc3)c2cc1C,O/N=C(\C#N)c1ccc(O)cc1
3640,C(N1C=CN=C1c1ccccc1)c1cccnc1,O/N=C(\C#N)c1ccc(O)cc1
3641,c1cc(ccn1)c1ccncc1,OC(=O)CCl
3642,NC(=O)c1ccc(Br)cc1,OC(=O)CCC(O)=O
3643,NC(=O)c1ccc(Br)cc1,OC(=O)CC(O)=O
3644,CC(C)COc1ccc(cc1C#N)C1=NC(=C(S1)C(O)=O)C,Nc1ccc(cc1)C(O)=O
3645,CC(C)COc1ccc(cc1C#N)C1=NC(=C(S1)C(O)=O)C,NC(N)=O
3646,NC(=O)c1ccc(Br)cc1,OC(=O)/C=C/C(O)=O
3647,OC(=O)CCCCCCCCC(O)=O,NC(=O)c1ccc(Br)cc1
3648,NC(=O)c1ccc(Br)cc1,OC(=O)CCCCC(O)=O
3649,Fc1c(F)c(F)c(I)c(I)c1F,CC1(C)CC(CC(C)(C)N1[O])OC(=O)c1ccccc1
3650,Fc1c(F)c(I)c(F)c(F)c1I,CC1(C)CC(CC(C)(C)N1[O])OC(=O)c1ccccc1
3651,O=N(=O)N1C2C3N(C1C1N(C(C(N3N(=O)=O)N1N(=O)=O)N2N(=O)=O)N(=O)=O)N(=O)=O,N1C2=NON=C2C2=NON=C2C2=NON=C12
3652,O=N(=O)N1CN(CN(CN(C1)N(=O)=O)N(=O)=O)N(=O)=O,CN1CCN(C)C1=O
3653,C12=C3C4=C5C6=C1C1=C7C8=C6C6=C9C%10=C8C8=C%11C%12=C%13C(=C78)C7=C1C2=C1C2=C3C3=C8C%14=C2C2=C%15C(=C%13C7=C12)C1=C%12C2=C7C%12=C(C9=C9C(=C56)C(=C43)C3=C9C%12=C4C(=C83)C%14=C%15C1=C74)C%10=C%112,S1C2=CC=C3SC(=C(C4=CC=C(S4)C=CC4=CC=C(S4)C(=C1C=C2)c1ccccc1)c1ccccc1)C=C3
3654,[C]12[C]3[C]4[C]5[C]6[C]1C1=C7[C]2[C]2[C]8[C]9[C]7[C]7[C]%10C9=C9C%11=C%12[C]%13[C]%14[C]%15[C]%16[C]%17[C]%18[C]%19[C]%20C%21=C%22[C]%23[C]%24[C]%25[C]%21C(=C%16%19)C%14=C%25[C]%12C%12=C%24C%14=C%23C%16=C%19C(=C6C6=C1C7=C([C]%166)C%14=C%10[C]%11%12)[C]5C(=C%18C4=C1[C]3C2=C2C8=C9C%13=C%15C2=C%171)C%20=C%22%19,S1C2=CC=C3SC(=C(C4=CC=C(S4)C=CC4=CC=C(S4)C(=C1C=C2)c1ccccc1)c1ccccc1)C=C3
3655,Oc1cccc(c1)N(=O)=O,Nc1nc(N)nc(N)n1
3656,OC(=O)c1cc(C(O)=O)c(cc1C(O)=O)C(O)=O,c1cc(ccn1)c1ccncc1
3657,OC(=O)c1ccc(OCCOc2ccc(cc2)C(O)=O)cc1,CC(C(C)c1ccncc1)c1ccncc1
3658,CCc1nc(N)nc(N)c1c1ccc(Cl)cc1,CN1C(=O)N(C)C2=C(NC=N2)C1=O
3659,Nc1ccc(cc1)S(=O)(=O)c1ccc(N)cc1,c1cc(ccn1)c1ccncc1
3660,Nc1ccc(cc1)S(=O)(=O)c1ccc(N)cc1,O=C1CCCCCN1
3661,S=P([Se][Se]P(=S)(C1CCCCC1)C1CCCCC1)(C1CCCCC1)C1CCCCC1,S=P([Se]P(=S)(C1CCCCC1)C1CCCCC1)(C1CCCCC1)C1CCCCC1
3662,CN1N=NC2=C(N=CN2C1=O)C(N)=O,NC(=O)c1cnccn1
3663,CN1N=NC2=C(N=CN2C1=O)C(N)=O,NC(=O)c1ccc(O)cc1
3664,CN1N=NC2=C(N=CN2C1=O)C(N)=O,NC(=O)c1cccnc1
3665,CN1N=NC2=C(N=CN2C1=O)C(N)=O,NC(=O)c1ccncc1
3666,CN1C=NC2=C1C(=O)N(C)C(=O)N2C,CN1N=NC2=C(N=CN2C1=O)C(N)=O
3667,COc1ccc(/C=C/C(=O)Nc2ccccc2C(O)=O)cc1OC,NC(=O)c1cccnc1
3668,COc1ccc(/C=C/C(=O)Nc2ccccc2C(O)=O)cc1OC,NC(N)=O
3669,CC(=O)Nc1ccc2c(C)cc(nc2n1)C(Br)Br,O=C1CCC(=O)N1
3670,Cc1cc(C)nc(NS(=O)(=O)c2ccc(N)cc2)n1,OC(=O)c1ccccc1N(=O)=O
3671,Nc1cccc2C(=O)c3ccccc3C(=O)c12,N#CC(C#N)=C1C=CC(C=C1)=C(C#N)C#N
3672,c1ccc2nc3ccccc3cc2c1,OC(=O)c1ccc(F)cc1
3673,Cc1ccc2N=C(N)Sc2c1,OC(=O)CCCCC(O)=O
3674,OC(=O)CCCCCCCC(O)=O,Cc1ccc2N=C(N)Sc2c1
3675,OC(=O)CCCCCCCC(O)=O,NC1=Nc2ccccc2S1
3676,OC(=O)c1ccccc1O,N1N=Nc2ccccc12
3677,Cc1ccc(cc1)S(=O)(=O)N(I(OI(N(S(=O)(=O)c1ccc(C)cc1)S(=O)(=O)c1ccc(C)cc1)c1ccccc1)c1ccccc1)S(=O)(=O)c1ccc(C)cc1,Cc1ccc(cc1)S(=O)(=O)NS(=O)(=O)c1ccc(C)cc1
3678,CCCSC1=C(SCCC)SC(S1)=C1Sc2cc3NC(=Nc3cc2S1)C,N#CC(C#N)=C1C=CC(C=C1)=C(C#N)C#N
3679,Cc1cc(cc(C)c1Oc1nc(Nc2ccc(cc2)C#N)nc(N)c1Br)C#N,OC(=O)CCCCC(O)=O
3680,Cc1cc(C)nc(N)n1,C/C=C/C=C/C(O)=O
3681,OC(CN1C=NC=N1)(CN1C=NC=N1)c1ccc(F)cc1F,OC(=O)CC(O)=O
3682,FC(F)(I)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)I,c1cc(ccn1)C#CC#Cc1ccncc1
3683,Clc1ccc2OC(=Nc2c1)/N=C1\Nc2ccccc2O1,Nc1ccccc1O
3684,OC([C@@H]1OC2(CCCCC2)O[C@H]1C(O)(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1,CC[C@@H](Cc1ccccc1)C(=O)c1ccccc1
3685,c1cc(ccn1)C1C(C(C1c1ccncc1)c1ccncc1)c1ccncc1,N1c2ccccc2c2ccc3c(Nc4ccccc34)c12
3686,N1c2ccccc2c2ccc3c(Nc4ccccc34)c12,c1cc(ccn1)/C=C/c1ccncc1
3687,OC1(CCCCC1)C#CC#CC1(O)CCCCC1,C1CN2CCN1CC2
3688,Fc1c(F)c(I)c(F)c(F)c1I,O=C(NCCCCNC(=O)Nc1cccnc1)Nc1cccnc1
3689,CC(=O)/C=C(/C)Nc1c(Cl)cccc1Cl,Nc1c(Cl)cccc1Cl
3690,CN1N(c2ccccc2)C(=O)C(=C1C)C(C)(C)C1=C(C)N(C)N(c2ccccc2)C1=O,CN1N(C(=O)C=C1C)c1ccccc1
3691,C[Si](C)(CCCC(O)=O)O[Si](C)(C)CCCC(O)=O,c1cc(ccn1)/N=N/c1ccncc1
3692,Cc1c(cc(cc1N(=O)=O)N(=O)=O)N(=O)=O,O=N(=O)c1cc(cc(c1)N(=O)=O)N(=O)=O
3693,COC(=O)COc1ccc2C(=C(Cl)C(=O)Oc2c1)C,Nc1ccccc1C1=Nc2ccccc2S1
3694,Nc1nc(N)nc(n1)c1ccccc1,OC(=O)CCC(O)=O
3695,Nc1nc(N)nc(n1)c1ccccc1,OC(=O)C(O)=O
3696,Nc1nc(N)nc(n1)c1ccccc1,OC(=O)/C=C\C(O)=O
3697,Nc1nc(N)nc(n1)c1ccccc1,OC(=O)CCCCC(O)=O
3698,COc1ccccc1C1(O)c2ccccc2Oc2ccccc12,CN1C=NC2=C1C(=O)N(C)C(=O)N2C
3699,OC(=O)c1cc(C(O)=O)c(cc1C(O)=O)C(O)=O,CN1C=NC2=C1C(=O)N(C)C(=O)N2C
3700,c1cc(ccn1)c1ccncc1,Nc1ccccc1C(O)=O
3701,Cl[C@]12C3=C4C5=C6C7=C8C9=C5C5=C%10C%11=C9C9=C%12C%13=C%11[C@]%11(Cl)[C@]%14(Cl)C%15=C%16[C@@]%17(Cl)C%18=C%19C%20=C%21C%22=C(C1=C1[C@@]%21(Cl)C%21=C%23[C@]1(Cl)C3=C6[C@]1(Cl)[C@@]%23(Cl)C3=C6C%23=C%24[C@@]%25(Cl)C(=C9[C@@]8(Cl)[C@]%24(Cl)[C@@]7(Cl)[C@]16Cl)[C@]%12(Cl)C(=C%17[C@@]%13%15Cl)C1=C%18C6=C%20[C@]%21(Cl)[C@]3(Cl)[C@@]6(Cl)[C@]%23(Cl)[C@@]%251Cl)[C@]1(Cl)[C@]3(Cl)C2=C4[C@@]5(Cl)[C@@]2(Cl)C3=C3C(=C%14[C@]4(Cl)[C@@]%16(Cl)C%19=C%22[C@]4(Cl)[C@]13Cl)[C@]%11(Cl)[C@@]%102Cl,Cl[C@]12C3=C4C5=C6C7=C8C9=C5C5=C3[C@@]3(Cl)C%10=C%11C%12=C%13C%14=C%15C%16=C%12C%12=C%17C%18=C%19C%20=C%21C(=C%16%18)C%16=C%18[C@@]%21(Cl)C%21=C%22C(=C7C7=C%21[C@@]%21(Cl)[C@]%18(Cl)C%18=C%23C%24=C%25[C@](Cl)(C1=C4[C@@]1(Cl)C6=C7[C@@](Cl)([C@@]%21%23Cl)[C@@]%251Cl)[C@](Cl)(C%13=C2%10)[C@]%24(Cl)[C@@]%14(Cl)[C@]%18(Cl)[C@]%15%16Cl)C1=C([C@@]%20%22Cl)[C@@]2(Cl)C4=C6C7=C%10[C@](Cl)(C3=C%11[C@]%12(Cl)[C@@]%10(Cl)[C@]%17(Cl)[C@@]6(Cl)[C@@]%192Cl)[C@@]5(Cl)[C@]7(Cl)[C@@]9(Cl)[C@]4(Cl)[C@]81Cl
3702,O=C1NC(=O)c2nc(C#N)c(nc2N1)C#N,S1C=CSC1=C1SC=CS1
3703,O=C1NC(=O)c2nc(C#N)c(nc2N1)C#N,Cc1c(C)c(N)c(C)c(C)c1N
3704,C[C@]12CC3=C(ON=C3)C=C1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@@]2(O)C#C,COc1cc(C=O)ccc1O
3705,Nc1ccc(C(O)=O)c(O)c1,NC(=O)c1cccnc1
3706,C1SC2=C(S1)SC(S2)=C1SC2=C(SCS2)S1,N#Cc1cc(C#N)c(cc1C#N)C#N
3707,FC1=CNC(=O)NC1=O,Nc1nc(N)nc(N)n1
3708,OC(=O)CCCCC(O)=O,NC1=NC(=O)NC=C1
3709,OC(=O)c1ccccc1Nc1ccccc1,c1cc(ccn1)c1ccncc1
3710,C1COCCOCCOCCOCCOCCO1,Nc1nc(F)c(F)c(N)c1F
3711,C1COCCOCCOCCOCCOCCO1,Nc1cc(F)nc(N)c1F
3712,C1COCCOCCOCCOCCOCCO1,Nc1nc(F)c(Cl)c(N)c1Cl
3713,C1COCCOCCOCCOCCOCCO1,Nc1nc(N)c(F)cc1F
3714,C1COCCOCCOCCOCCOCCO1,Nc1nc(N)c(F)c(Cl)c1F
3715,OC(=O)/C=C/c1ccc(O)cc1,NNC(=O)c1ccncc1
3716,COc1ccc(cc1)C1=NN([C@H](C1)c1ccc2ccc3cccc4ccc1c2c34)C(C)=O,Oc1ccccc1
3717,O/N=C/c1c(F)c(F)c(Br)c(F)c1F,c1cc(ccn1)/N=N/c1ccncc1
3718,O/N=C/c1c(F)c(F)c(I)c(F)c1F,c1cc(ccn1)/N=N/c1ccncc1
3719,Oc1c(F)c(F)c(Br)c(F)c1F,c1cc(ccn1)/N=N/c1ccncc1
3720,Oc1c(F)c(F)c(I)c(F)c1F,c1cc(ccn1)/N=N/c1ccncc1
3721,OC(=O)c1c(F)c(F)c(Br)c(F)c1F,c1cc(ccn1)/N=N/c1ccncc1
3722,O/N=C/c1c(F)c(F)c(Br)c(F)c1F,c1cncc(c1)/N=N/c1cccnc1
3723,O/N=C/c1c(F)c(F)c(I)c(F)c1F,c1cncc(c1)/N=N/c1cccnc1
3724,Oc1c(F)c(F)c(Br)c(F)c1F,c1cncc(c1)/N=N/c1cccnc1
3725,Oc1c(F)c(F)c(I)c(F)c1F,c1cncc(c1)/N=N/c1cccnc1
3726,OC(=O)c1c(F)c(F)c(Br)c(F)c1F,c1cncc(c1)/N=N/c1cccnc1
3727,c1cncc(c1)c1ccc(cc1)C(c1ccc(cc1)c1cccnc1)=C(c1ccc(cc1)c1cccnc1)c1ccc(cc1)c1cccnc1,Fc1c(F)c(F)c(I)c(I)c1F
3728,c1cncc(c1)c1ccc(cc1)C(c1ccc(cc1)c1cccnc1)=C(c1ccc(cc1)c1cccnc1)c1ccc(cc1)c1cccnc1,Fc1c(F)c(I)c(F)c(F)c1I
3729,c1cc(ccn1)/C=C/c1ccncc1,Nc1ccc(C(O)=O)c(O)c1
3730,c1cc(ccn1)c1ccncc1,Nc1ccc(C(O)=O)c(O)c1
3731,COC(=O)NC1=Nc2ccc(cc2N1)C(=O)c1ccccc1,CCCCCC(O)=O
3732,COC(=O)NC1=Nc2ccc(cc2N1)C(=O)c1ccccc1,CCCCC(O)=O
3733,COC(=O)NC1=Nc2ccc(cc2N1)C(=O)c1ccccc1,CCCC(O)=O
3734,OC(=O)c1cc(C(O)=O)c(O)c(c1)C(O)=O,OC(=O)c1ccc(cc1)N1C=CN=C1
3735,Ic1ccc(I)cc1,NC(=O)c1cc(cc(c1)N(=O)=O)N(=O)=O
3736,NC(=O)c1ccc(cc1)N(=O)=O,OC(=O)CCC(O)=O
3737,NC(=O)c1ccc(cc1)N(=O)=O,OC(=O)c1ccccc1
3738,NC(=O)c1ccc(cc1)N(=O)=O,OC(=O)CCCCC(O)=O
3739,Ic1ccc(I)cc1,NC(=O)c1ccc(cc1)N(=O)=O
3740,Oc1c2C(=O)c3c(O)c(cc(c3C(=O)c2c(cc1N(=O)=O)N(=O)=O)N(=O)=O)N(=O)=O,Cc1cccc2c1Sc1c(C)cccc21
3741,Oc1ccc(cc1)N(=O)=O,C1CN2CCN1CC2
3742,O=C1NC(=O)NC(=O)N1,Nc1nc(N)nc(N)n1
3743,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,OC(=O)C(O)=O
3744,c1cc(ccn1)/C=C/c1ccncc1,OC(=O)c1ccc(O)cc1
3745,OC(=O)c1ccc(O)cc1,c1ccc2nccnc2c1
3746,IC1=C(I)SC(S1)=C1SC2=C(SCCS2)S1,FC1=CC(C(=CC1=C(C#N)C#N)F)=C(C#N)C#N
3747,IC1=C(I)SC(S1)=C1SC2=C(SCCS2)S1,N#CC(C#N)=C1C=CC(C=C1)=C(C#N)C#N
3748,CCCCCCCCCCc1ccc2c(SC3=C2Sc2cc(CCCCCCCCCC)ccc32)c1,FC1=C(F)C(C(=C(F)C1=C(C#N)C#N)F)=C(C#N)C#N
3749,CCCCCCCCCCc1ccc2c(SC3=C2Sc2cc(CCCCCCCCCC)ccc32)c1,FC1=CC(C(=CC1=C(C#N)C#N)F)=C(C#N)C#N
3750,CCCCCCCCCCc1ccc2c(SC3=C2Sc2cc(CCCCCCCCCC)ccc32)c1,N#CC(C#N)=C1C=CC(C=C1)=C(C#N)C#N
3751,OC(=O)c1ccc(OCc2cccc(c2)C(O)=O)cc1,C(Cc1ccncc1)Cc1ccncc1
3752,Oc1c(cc(cc1N(=O)=O)N(=O)=O)N(=O)=O,C1N2CN3CN1CN(C2)C3
3753,COc1ccc(cc1)C1=NN([C@@H](C1)c1ccc2ccc3cccc4ccc1c2c34)C(C)=O,Oc1ccc2ccccc2c1
3754,CCOC(=O)c1cc(c2ccccc2)c(C(=O)OCC)c(Cc2ccccc2)n1,Oc1ccc(O)cc1
3755,Fc1c(F)c(Br)c(F)c(F)c1Br,c1ccc2c(c1)ccc1ccccc21
3756,CCCCOc1cc2Cc3cc(OCCCC)c(Cc4cc(OCCCC)c(Cc5cc(OCCCC)c(Cc6cc(OCCCC)c(Cc1cc2OCCCC)cc6OCCCC)cc5OCCCC)cc4OCCCC)cc3OCCCC,C(CCN1C=NC=N1)CN1C=NC=N1
3757,OC(C#CC#CC(O)(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1,CN1C(=O)[C@H]2C=C[C@]1(C)[C@H]1C=C[C@]2(C)N(C)C1=O
3758,OC(C#CC#CC(O)(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1,CN1C(=CC=CC1=O)C
3759,CC[C@@H](C)N1N=CN(C1=O)c1ccc(cc1)N1CCN(CC1)c1ccc(OC[C@H]2CO[C@@](CN3C=NC=N3)(O2)c2ccc(Cl)cc2Cl)cc1,OC(=O)CCC(O)=O
3760,OC(=O)c1c(F)c(F)c(C(O)=O)c(F)c1F,O1C(=NN=C1c1ccncc1)c1ccncc1
3761,OC(=O)c1c(F)c(F)c(C(O)=O)c(F)c1F,c1cc(ccn1)c1ccncc1
3762,Oc1cccc(c1)N(=O)=O,NC(=O)c1ccncc1
3763,Oc1cccc(c1)N(=O)=O,NC(=O)c1cccnc1
3764,NC1=NC2=C(N=CN2COCCO)C(=O)N1,OC(=O)CCCC(O)=O
3765,Oc1ccc2c(Oc3cc(O)ccc3C32OC(=O)c2ccccc32)c1,c1ccc2c(c1)cnc1ccccc21
3766,Oc1ccc2c(Oc3cc(O)ccc3C32OC(=O)c2ccccc32)c1,c1ccc2nc3ccccc3cc2c1
3767,Oc1ccc2c(Oc3cc(O)ccc3C32OC(=O)c2ccccc32)c1,c1cnccn1
3768,Nc1ncnc2NC=Nc12,OC(=O)CCC(O)=O
3769,COc1ccc2N(C(=C(CC(O)=O)c2c1)C)C(=O)c1ccc(Cl)cc1,NC(=O)c1cccnc1
3770,NNC(=O)c1ccncc1,OC(=O)c1ccccc1
3771,OC(=O)CCCCCCCCC(O)=O,NNC(=O)c1ccncc1
3772,OC(=O)/C=C/c1ccccc1,NNC(=O)c1ccncc1
3773,CC(C)C1=CC=C[C@]2(C(C)C)[C@H]3C=C(c4ccccc4)C4=C(N=C1[C@@]24C(=C3c1ccccc1)c1ccccc1)c1ccccc1,c1ccc(cc1)C#CC#Cc1ccccc1
3774,OC(=O)CCCC(O)=O,NC(=O)c1cnccn1
3775,NC(=O)c1cnccn1,OC(=O)CC(O)=O
3776,O=C1CN(C[C@H]2N1CCc1ccccc21)C(=O)C1CCCCC1,OC(=O)/C=C/C(O)=O
3777,O=C1CN(C[C@@H]2N1CCc1ccccc21)C(=O)C1CCCCC1,OC(=O)CCCCC(O)=O
3778,O=C1CN(C[C@@H]2N1CCc1ccccc21)C(=O)C1CCCCC1,OC(=O)C(O)=O
3779,O=C1CN(C[C@@H]2N1CCc1ccccc21)C(=O)C1CCCCC1,OC(=O)CCC(O)=O
3780,O=C1CN(C[C@@H]2N1CCc1ccccc21)C(=O)C1CCCCC1,OC(=O)CC(O)=O
3781,O=C1CN(C[C@@H]2N1CCc1ccccc21)C(=O)C1CCCCC1,OC(=O)CCCC(O)=O
3782,CN1C=NC2=C1C(=O)N(C)C(=O)N2C,OC(=O)CCOc1ccc(C=O)cc1
3783,CN1C=NC2=C1C(=O)N(C)C(=O)N2C,OC(=O)COc1ccc(C=O)cc1
3784,C1=CN(C=N1)c1ccc(cc1)c1cncnc1,OC(=O)c1cccc(c1)C(O)=O
3785,OC(=O)c1cccc(c1)C(O)=O,c1cc(ccn1)c1cncnc1
3786,OC(=O)COc1cccc2ccccc12,CN1C=NC2=C1C(=O)N(C)C(=O)N2C
3787,OC(=O)COc1ccc2ccccc2c1,CN1C=NC2=C1C(=O)N(C)C(=O)N2C
3788,Fc1c(I)c(F)c(I)c(F)c1I,c1cc(ccn1)c1cc(c2ccncc2)c(cc1c1ccncc1)c1ccncc1
3789,Fc1c(I)c(F)c(I)c(F)c1I,c1cncc(c1)c1cc(c2cccnc2)c(cc1c1cccnc1)c1cccnc1
3790,Fc1c(F)c(I)c(F)c(I)c1F,c1cncc(c1)c1cc(c2cccnc2)c(cc1c1cccnc1)c1cccnc1
3791,Fc1c(I)c(F)c(I)c(F)c1I,Cc1cc(C)nc(n1)c1nc(C)cc(C)n1
3792,Fc1c(F)c(I)c(F)c(I)c1F,Cc1cc(C)nc(n1)c1nc(C)cc(C)n1
3793,COc1c(OC)c2cccc3c(OC)c(OC)c4cccc1c4c23,N#CC(C#N)=C1C=CC(C=C1)=C(C#N)C#N
3794,Nc1nc(N)nc(n1)c1ccccc1,OC(=O)c1ccc(cc1)C(O)=O
3795,Nc1nc(N)nc(n1)c1ccccc1,OC(=O)c1ccccc1
3796,Nc1nc(N)nc(n1)c1ccccc1,OC(=O)c1cccc(c1)C(O)=O
3797,OC(=O)Cc1ccc(CC(O)=O)cc1,Nc1nc(N)nc(n1)c1ccccc1
3798,OC(=O)Cc1cccc(CC(O)=O)c1,Nc1nc(N)nc(n1)c1ccccc1
3799,Nc1ccc(cc1)S(=O)(=O)Nc1ncccn1,Cc1ccncc1
3800,Nc1ccc(cc1)S(=O)(=O)Nc1ncccn1,c1cc(ccn1)/C=C/c1ccncc1
3801,Nc1ccc(cc1)S(=O)(=O)Nc1ncccn1,c1cc(ccn1)C#Cc1ccncc1
3802,Nc1ccc(cc1)S(=O)(=O)Nc1ncccn1,c1cc(ccn1)c1ccncc1
3803,c1ccc(cc1)c1ccncc1,Nc1ccccc1C(O)=O
3804,c1ccc(cc1)c1ccncc1,Nc1ccc(cc1)C(O)=O
3805,OC(=O)c1cccc(c1)N(=O)=O,c1ccc(cc1)c1ccncc1
3806,C[C@H]1OC(=O)C=C1c1ccccc1,OB(O)c1ccccc1
3807,c1ccc(nc1)c1nccnc1c1ccccn1,OC1=C(F)C(=O)C(=C(F)C1=O)O
3808,FC(F)(F)c1cc(cc(c1)C(F)(F)F)/C(=C/c1ccc(cc1)/C=C(\C#N)c1cc(cc(c1)C(F)(F)F)C(F)(F)F)C#N,Cc1cc(C)cc(/C=C/c2ccc(cc2)/C=C/c2cc(C)cc(C)c2)c1
3809,Fc1c(F)c(I)c(F)c(F)c1I,N1C=Nc2cccnc12
3810,Fc1c(F)c(F)c(I)c(I)c1F,N1C=Nc2cccnc12
3811,Cc1ccccc1NC(=O)Nc1ccc(cc1)N(=O)=O,N1C=Nc2ncccc12
3812,Brc1ccc(NC(=O)Nc2ccccc2)cc1,N1C=Nc2ncccc12
3813,O=C(Nc1ccccc1)Nc1ccccc1C#N,N1C=Nc2ncccc12
3814,O=C(Nc1ccccc1)Nc1ccccc1,N1C=Nc2ncccc12
3815,c1cc2ccc3ccc4ccc5ccc6ccc1c1c2c3c4c5c61,N#CC(C#N)=C1C=CC(C=C1)=C(C#N)C#N
3816,c1cnc2c(c1)ccc1cccnc21,NC(=S)Nc1ccc(F)cc1
3817,Brc1c2ccccc2c(c2ccccc2)c2ccccc12,O=C1c2ccccc2C(=O)c2ccccc12
3818,NC1=NN=C(S1)c1ccc(Br)cc1,OC(=O)COc1ccc2ccccc2c1
